VOLT1,CURR1,RES1,TIME1,STAT1,SOUR1
+4.200000E+01,+4.567400E-06,+9.910000E+37,+4.700000E+01,2816,+4.200000E+01
+4.200000E+01,+4.566900E-06,+9.910000E+37,+4.800000E+01,2816,+4.200000E+01
+4.200000E+01,+4.565600E-06,+9.910000E+37,+4.900000E+01,2816,+4.200000E+01
+4.200000E+01,+4.561400E-06,+9.910000E+37,+5.000000E+01,2816,+4.200000E+01
+4.200000E+01,+4.555300E-06,+9.910000E+37,+5.100000E+01,2816,+4.200000E+01
+4.200000E+01,+4.549900E-06,+9.910000E+37,+5.200000E+01,2816,+4.200000E+01
+4.200000E+01,+4.545500E-06,+9.910000E+37,+5.300000E+01,2816,+4.200000E+01
+4.200000E+01,+4.542800E-06,+9.910000E+37,+5.400000E+01,2816,+4.200000E+01
+4.200000E+01,+4.540000E-06,+9.910000E+37,+5.500000E+01,2816,+4.200000E+01
+4.200000E+01,+4.535300E-06,+9.910000E+37,+5.600000E+01,2816,+4.200000E+01
+4.200000E+01,+4.532000E-06,+9.910000E+37,+5.700000E+01,2816,+4.200000E+01
+4.200000E+01,+4.529000E-06,+9.910000E+37,+5.800000E+01,2816,+4.200000E+01
+4.200000E+01,+4.526100E-06,+9.910000E+37,+5.900000E+01,2816,+4.200000E+01
+4.200000E+01,+4.524500E-06,+9.910000E+37,+6.000000E+01,2816,+4.200000E+01
+4.200000E+01,+4.521200E-06,+9.910000E+37,+6.100000E+01,2816,+4.200000E+01
+4.200000E+01,+4.517900E-06,+9.910000E+37,+6.200000E+01,2816,+4.200000E+01
+4.200000E+01,+4.516200E-06,+9.910000E+37,+6.300000E+01,2816,+4.200000E+01
+4.200000E+01,+4.515500E-06,+9.910000E+37,+6.400000E+01,2816,+4.200000E+01
+4.200000E+01,+4.514400E-06,+9.910000E+37,+6.500000E+01,2816,+4.200000E+01
+4.200000E+01,+4.513700E-06,+9.910000E+37,+6.600000E+01,2816,+4.200000E+01
+4.200000E+01,+4.512900E-06,+9.910000E+37,+6.700000E+01,2816,+4.200000E+01
+4.200000E+01,+4.511100E-06,+9.910000E+37,+6.800000E+01,2816,+4.200000E+01
+4.200000E+01,+4.509900E-06,+9.910000E+37,+6.900000E+01,2816,+4.200000E+01
+4.200000E+01,+4.508800E-06,+9.910000E+37,+7.000000E+01,2816,+4.200000E+01
+4.200000E+01,+4.506600E-06,+9.910000E+37,+7.100000E+01,2816,+4.200000E+01
+4.200000E+01,+4.505600E-06,+9.910000E+37,+7.200000E+01,2816,+4.200000E+01
+4.200000E+01,+4.502400E-06,+9.910000E+37,+7.300000E+01,2816,+4.200000E+01
+4.200000E+01,+4.499300E-06,+9.910000E+37,+7.400000E+01,2816,+4.200000E+01
+4.200000E+01,+4.496300E-06,+9.910000E+37,+7.500000E+01,2816,+4.200000E+01
+4.200000E+01,+4.494300E-06,+9.910000E+37,+7.600000E+01,2816,+4.200000E+01
+4.200000E+01,+4.493600E-06,+9.910000E+37,+7.700000E+01,2816,+4.200000E+01
+4.200000E+01,+4.490400E-06,+9.910000E+37,+7.800000E+01,2816,+4.200000E+01
+4.200000E+01,+4.488000E-06,+9.910000E+37,+7.900000E+01,2816,+4.200000E+01
+4.200000E+01,+4.487200E-06,+9.910000E+37,+8.000000E+01,2816,+4.200000E+01
+4.200000E+01,+4.485900E-06,+9.910000E+37,+8.100000E+01,2816,+4.200000E+01
+4.200000E+01,+4.483600E-06,+9.910000E+37,+8.200000E+01,2816,+4.200000E+01
+4.200000E+01,+4.481200E-06,+9.910000E+37,+8.300000E+01,2816,+4.200000E+01
+4.200000E+01,+4.480000E-06,+9.910000E+37,+8.400000E+01,2816,+4.200000E+01
+4.200000E+01,+4.479100E-06,+9.910000E+37,+8.500000E+01,2816,+4.200000E+01
+4.200000E+01,+4.478600E-06,+9.910000E+37,+8.600000E+01,2816,+4.200000E+01
+4.200000E+01,+4.478200E-06,+9.910000E+37,+8.700000E+01,2816,+4.200000E+01
+4.200000E+01,+4.477500E-06,+9.910000E+37,+8.800000E+01,2816,+4.200000E+01
+4.200000E+01,+4.475800E-06,+9.910000E+37,+8.900000E+01,2816,+4.200000E+01
+4.200000E+01,+4.475100E-06,+9.910000E+37,+9.000000E+01,2816,+4.200000E+01
+4.200000E+01,+4.476000E-06,+9.910000E+37,+9.100000E+01,2816,+4.200000E+01
+4.200000E+01,+4.476400E-06,+9.910000E+37,+9.200000E+01,2816,+4.200000E+01
+4.200000E+01,+4.477400E-06,+9.910000E+37,+9.300000E+01,2816,+4.200000E+01
+4.200000E+01,+4.476900E-06,+9.910000E+37,+9.400000E+01,2816,+4.200000E+01
+4.200000E+01,+4.477200E-06,+9.910000E+37,+9.500000E+01,2816,+4.200000E+01
+4.200000E+01,+4.477000E-06,+9.910000E+37,+9.600000E+01,2816,+4.200000E+01
+4.200000E+01,+4.475900E-06,+9.910000E+37,+9.700000E+01,2816,+4.200000E+01
+4.200000E+01,+4.476100E-06,+9.910000E+37,+9.800000E+01,2816,+4.200000E+01
+4.200000E+01,+4.474600E-06,+9.910000E+37,+9.900000E+01,2816,+4.200000E+01
+4.200000E+01,+4.472700E-06,+9.910000E+37,+1.000000E+02,2816,+4.200000E+01
