VOLT1,CURR1,RES1,TIME1,STAT1,SOUR1
+4.200000E+01,+2.759000E-07,+9.910000E+37,+2.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.758000E-07,+9.910000E+37,+2.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.757000E-07,+9.910000E+37,+2.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.747000E-07,+9.910000E+37,+3.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.743000E-07,+9.910000E+37,+3.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.742000E-07,+9.910000E+37,+3.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.734000E-07,+9.910000E+37,+3.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.738000E-07,+9.910000E+37,+3.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.725000E-07,+9.910000E+37,+3.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.720000E-07,+9.910000E+37,+3.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.713000E-07,+9.910000E+37,+3.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.701000E-07,+9.910000E+37,+3.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.690000E-07,+9.910000E+37,+3.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.683000E-07,+9.910000E+37,+4.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.676000E-07,+9.910000E+37,+4.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.673000E-07,+9.910000E+37,+4.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.668000E-07,+9.910000E+37,+4.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.659000E-07,+9.910000E+37,+4.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.650000E-07,+9.910000E+37,+4.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.655000E-07,+9.910000E+37,+4.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.638000E-07,+9.910000E+37,+4.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.638000E-07,+9.910000E+37,+4.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.638000E-07,+9.910000E+37,+4.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.627000E-07,+9.910000E+37,+5.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.620000E-07,+9.910000E+37,+5.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.619000E-07,+9.910000E+37,+5.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.622000E-07,+9.910000E+37,+5.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.618000E-07,+9.910000E+37,+5.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.614000E-07,+9.910000E+37,+5.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.608000E-07,+9.910000E+37,+5.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.599000E-07,+9.910000E+37,+5.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.596000E-07,+9.910000E+37,+5.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.599000E-07,+9.910000E+37,+5.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.591000E-07,+9.910000E+37,+6.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.591000E-07,+9.910000E+37,+6.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.588000E-07,+9.910000E+37,+6.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.580000E-07,+9.910000E+37,+6.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.581000E-07,+9.910000E+37,+6.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.570000E-07,+9.910000E+37,+6.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.563000E-07,+9.910000E+37,+6.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.571000E-07,+9.910000E+37,+6.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.569000E-07,+9.910000E+37,+6.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.563000E-07,+9.910000E+37,+6.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.565000E-07,+9.910000E+37,+7.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.574000E-07,+9.910000E+37,+7.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.575000E-07,+9.910000E+37,+7.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.578000E-07,+9.910000E+37,+7.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.575000E-07,+9.910000E+37,+7.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.582000E-07,+9.910000E+37,+7.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.572000E-07,+9.910000E+37,+7.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.579000E-07,+9.910000E+37,+7.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.570000E-07,+9.910000E+37,+7.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.586000E-07,+9.910000E+37,+7.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.591000E-07,+9.910000E+37,+8.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.595000E-07,+9.910000E+37,+8.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.598000E-07,+9.910000E+37,+8.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.605000E-07,+9.910000E+37,+8.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.609000E-07,+9.910000E+37,+8.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.603000E-07,+9.910000E+37,+8.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.607000E-07,+9.910000E+37,+8.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.604000E-07,+9.910000E+37,+8.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.628000E-07,+9.910000E+37,+8.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.633000E-07,+9.910000E+37,+8.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.655000E-07,+9.910000E+37,+9.000000E+01,2816,+4.200000E+01
+4.200000E+01,+2.669000E-07,+9.910000E+37,+9.100000E+01,2816,+4.200000E+01
+4.200000E+01,+2.687000E-07,+9.910000E+37,+9.200000E+01,2816,+4.200000E+01
+4.200000E+01,+2.701000E-07,+9.910000E+37,+9.300000E+01,2816,+4.200000E+01
+4.200000E+01,+2.715000E-07,+9.910000E+37,+9.400000E+01,2816,+4.200000E+01
+4.200000E+01,+2.742000E-07,+9.910000E+37,+9.500000E+01,2816,+4.200000E+01
+4.200000E+01,+2.763000E-07,+9.910000E+37,+9.600000E+01,2816,+4.200000E+01
+4.200000E+01,+2.781000E-07,+9.910000E+37,+9.700000E+01,2816,+4.200000E+01
+4.200000E+01,+2.792000E-07,+9.910000E+37,+9.800000E+01,2816,+4.200000E+01
+4.200000E+01,+2.833000E-07,+9.910000E+37,+9.900000E+01,2816,+4.200000E+01
+4.200000E+01,+2.834000E-07,+9.910000E+37,+1.000000E+02,2816,+4.200000E+01
